,frontendId,title,titleSlug,difficulty,topicTags,status
1043,1044,Longest Duplicate Substring,longest-duplicate-substring,HARD,"[{'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Binary Search', 'slug': 'binary-search', '__typename': 'CommonTagNode'}, {'name': 'Sliding Window', 'slug': 'sliding-window', '__typename': 'CommonTagNode'}, {'name': 'Rolling Hash', 'slug': 'rolling-hash', '__typename': 'CommonTagNode'}, {'name': 'Suffix Array', 'slug': 'suffix-array', '__typename': 'CommonTagNode'}, {'name': 'Hash Function', 'slug': 'hash-function', '__typename': 'CommonTagNode'}]",TO_DO
1044,1045,Customers Who Bought All Products,customers-who-bought-all-products,MEDIUM,"[{'name': 'Database', 'slug': 'database', '__typename': 'CommonTagNode'}]",TO_DO
1045,1046,Last Stone Weight,last-stone-weight,EASY,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Heap (Priority Queue)', 'slug': 'heap-priority-queue', '__typename': 'CommonTagNode'}]",TO_DO
1046,1047,Remove All Adjacent Duplicates In String,remove-all-adjacent-duplicates-in-string,EASY,"[{'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Stack', 'slug': 'stack', '__typename': 'CommonTagNode'}]",TO_DO
1047,1048,Longest String Chain,longest-string-chain,MEDIUM,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'Two Pointers', 'slug': 'two-pointers', '__typename': 'CommonTagNode'}, {'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}, {'name': 'Sorting', 'slug': 'sorting', '__typename': 'CommonTagNode'}]",TO_DO
1048,1049,Last Stone Weight II,last-stone-weight-ii,MEDIUM,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}]",TO_DO
1049,1050,Actors and Directors Who Cooperated At Least Three Times,actors-and-directors-who-cooperated-at-least-three-times,EASY,"[{'name': 'Database', 'slug': 'database', '__typename': 'CommonTagNode'}]",TO_DO
1050,1051,Height Checker,height-checker,EASY,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Sorting', 'slug': 'sorting', '__typename': 'CommonTagNode'}, {'name': 'Counting Sort', 'slug': 'counting-sort', '__typename': 'CommonTagNode'}]",TO_DO
1051,1052,Grumpy Bookstore Owner,grumpy-bookstore-owner,MEDIUM,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Sliding Window', 'slug': 'sliding-window', '__typename': 'CommonTagNode'}]",TO_DO
1052,1053,Previous Permutation With One Swap,previous-permutation-with-one-swap,MEDIUM,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Greedy', 'slug': 'greedy', '__typename': 'CommonTagNode'}]",TO_DO
1053,1054,Distant Barcodes,distant-barcodes,MEDIUM,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'Greedy', 'slug': 'greedy', '__typename': 'CommonTagNode'}, {'name': 'Sorting', 'slug': 'sorting', '__typename': 'CommonTagNode'}, {'name': 'Heap (Priority Queue)', 'slug': 'heap-priority-queue', '__typename': 'CommonTagNode'}, {'name': 'Counting', 'slug': 'counting', '__typename': 'CommonTagNode'}]",TO_DO
1054,1055,Shortest Way to Form String,shortest-way-to-form-string,MEDIUM,"[{'name': 'Two Pointers', 'slug': 'two-pointers', '__typename': 'CommonTagNode'}, {'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Binary Search', 'slug': 'binary-search', '__typename': 'CommonTagNode'}, {'name': 'Greedy', 'slug': 'greedy', '__typename': 'CommonTagNode'}]",TO_DO
1055,1056,Confusing Number,confusing-number,EASY,"[{'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}]",TO_DO
1056,1057,Campus Bikes,campus-bikes,MEDIUM,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Sorting', 'slug': 'sorting', '__typename': 'CommonTagNode'}, {'name': 'Heap (Priority Queue)', 'slug': 'heap-priority-queue', '__typename': 'CommonTagNode'}]",TO_DO
1057,1058,Minimize Rounding Error to Meet Target,minimize-rounding-error-to-meet-target,MEDIUM,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}, {'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Greedy', 'slug': 'greedy', '__typename': 'CommonTagNode'}, {'name': 'Sorting', 'slug': 'sorting', '__typename': 'CommonTagNode'}]",TO_DO
1058,1059,All Paths from Source Lead to Destination,all-paths-from-source-lead-to-destination,MEDIUM,"[{'name': 'Graph', 'slug': 'graph', '__typename': 'CommonTagNode'}, {'name': 'Topological Sort', 'slug': 'topological-sort', '__typename': 'CommonTagNode'}]",TO_DO
1059,1060,Missing Element in Sorted Array,missing-element-in-sorted-array,MEDIUM,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Binary Search', 'slug': 'binary-search', '__typename': 'CommonTagNode'}]",TO_DO
1060,1061,Lexicographically Smallest Equivalent String,lexicographically-smallest-equivalent-string,MEDIUM,"[{'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Union Find', 'slug': 'union-find', '__typename': 'CommonTagNode'}]",TO_DO
1061,1062,Longest Repeating Substring,longest-repeating-substring,MEDIUM,"[{'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Binary Search', 'slug': 'binary-search', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}, {'name': 'Rolling Hash', 'slug': 'rolling-hash', '__typename': 'CommonTagNode'}, {'name': 'Suffix Array', 'slug': 'suffix-array', '__typename': 'CommonTagNode'}, {'name': 'Hash Function', 'slug': 'hash-function', '__typename': 'CommonTagNode'}]",TO_DO
1062,1063,Number of Valid Subarrays,number-of-valid-subarrays,HARD,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Stack', 'slug': 'stack', '__typename': 'CommonTagNode'}, {'name': 'Monotonic Stack', 'slug': 'monotonic-stack', '__typename': 'CommonTagNode'}]",TO_DO
1063,1064,Fixed Point,fixed-point,EASY,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Binary Search', 'slug': 'binary-search', '__typename': 'CommonTagNode'}]",TO_DO
1064,1065,Index Pairs of a String,index-pairs-of-a-string,EASY,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Trie', 'slug': 'trie', '__typename': 'CommonTagNode'}, {'name': 'Sorting', 'slug': 'sorting', '__typename': 'CommonTagNode'}]",TO_DO
1065,1066,Campus Bikes II,campus-bikes-ii,MEDIUM,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}, {'name': 'Backtracking', 'slug': 'backtracking', '__typename': 'CommonTagNode'}, {'name': 'Bit Manipulation', 'slug': 'bit-manipulation', '__typename': 'CommonTagNode'}, {'name': 'Bitmask', 'slug': 'bitmask', '__typename': 'CommonTagNode'}]",TO_DO
1066,1067,Digit Count in Range,digit-count-in-range,HARD,"[{'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}]",TO_DO
1067,1068,Product Sales Analysis I,product-sales-analysis-i,EASY,"[{'name': 'Database', 'slug': 'database', '__typename': 'CommonTagNode'}]",TO_DO
1068,1069,Product Sales Analysis II,product-sales-analysis-ii,EASY,"[{'name': 'Database', 'slug': 'database', '__typename': 'CommonTagNode'}]",TO_DO
1069,1070,Product Sales Analysis III,product-sales-analysis-iii,MEDIUM,"[{'name': 'Database', 'slug': 'database', '__typename': 'CommonTagNode'}]",TO_DO
1070,1071,Greatest Common Divisor of Strings,greatest-common-divisor-of-strings,EASY,"[{'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}, {'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}]",TO_DO
1071,1072,Flip Columns For Maximum Number of Equal Rows,flip-columns-for-maximum-number-of-equal-rows,MEDIUM,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'Matrix', 'slug': 'matrix', '__typename': 'CommonTagNode'}]",TO_DO
1072,1073,Adding Two Negabinary Numbers,adding-two-negabinary-numbers,MEDIUM,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}]",TO_DO
1073,1074,Number of Submatrices That Sum to Target,number-of-submatrices-that-sum-to-target,HARD,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'Matrix', 'slug': 'matrix', '__typename': 'CommonTagNode'}, {'name': 'Prefix Sum', 'slug': 'prefix-sum', '__typename': 'CommonTagNode'}]",TO_DO
1074,1075,Project Employees I,project-employees-i,EASY,"[{'name': 'Database', 'slug': 'database', '__typename': 'CommonTagNode'}]",TO_DO
1075,1076,Project Employees II,project-employees-ii,EASY,"[{'name': 'Database', 'slug': 'database', '__typename': 'CommonTagNode'}]",TO_DO
1076,1077,Project Employees III,project-employees-iii,MEDIUM,"[{'name': 'Database', 'slug': 'database', '__typename': 'CommonTagNode'}]",TO_DO
1077,1078,Occurrences After Bigram,occurrences-after-bigram,EASY,"[{'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}]",TO_DO
1078,1079,Letter Tile Possibilities,letter-tile-possibilities,MEDIUM,"[{'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Backtracking', 'slug': 'backtracking', '__typename': 'CommonTagNode'}, {'name': 'Counting', 'slug': 'counting', '__typename': 'CommonTagNode'}]",TO_DO
1079,1080,Insufficient Nodes in Root to Leaf Paths,insufficient-nodes-in-root-to-leaf-paths,MEDIUM,"[{'name': 'Tree', 'slug': 'tree', '__typename': 'CommonTagNode'}, {'name': 'Depth-First Search', 'slug': 'depth-first-search', '__typename': 'CommonTagNode'}, {'name': 'Binary Tree', 'slug': 'binary-tree', '__typename': 'CommonTagNode'}]",TO_DO
1080,1081,Smallest Subsequence of Distinct Characters,smallest-subsequence-of-distinct-characters,MEDIUM,"[{'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Stack', 'slug': 'stack', '__typename': 'CommonTagNode'}, {'name': 'Greedy', 'slug': 'greedy', '__typename': 'CommonTagNode'}, {'name': 'Monotonic Stack', 'slug': 'monotonic-stack', '__typename': 'CommonTagNode'}]",TO_DO
1081,1082,Sales Analysis I,sales-analysis-i,EASY,"[{'name': 'Database', 'slug': 'database', '__typename': 'CommonTagNode'}]",TO_DO
1082,1083,Sales Analysis II,sales-analysis-ii,EASY,"[{'name': 'Database', 'slug': 'database', '__typename': 'CommonTagNode'}]",TO_DO
1083,1084,Sales Analysis III,sales-analysis-iii,EASY,"[{'name': 'Database', 'slug': 'database', '__typename': 'CommonTagNode'}]",TO_DO
1084,1085,Sum of Digits in the Minimum Number,sum-of-digits-in-the-minimum-number,EASY,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}]",TO_DO
1085,1086,High Five,high-five,EASY,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'Sorting', 'slug': 'sorting', '__typename': 'CommonTagNode'}, {'name': 'Heap (Priority Queue)', 'slug': 'heap-priority-queue', '__typename': 'CommonTagNode'}]",TO_DO
1086,1087,Brace Expansion,brace-expansion,MEDIUM,"[{'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Backtracking', 'slug': 'backtracking', '__typename': 'CommonTagNode'}, {'name': 'Stack', 'slug': 'stack', '__typename': 'CommonTagNode'}, {'name': 'Breadth-First Search', 'slug': 'breadth-first-search', '__typename': 'CommonTagNode'}, {'name': 'Sorting', 'slug': 'sorting', '__typename': 'CommonTagNode'}]",TO_DO
1087,1088,Confusing Number II,confusing-number-ii,HARD,"[{'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}, {'name': 'Backtracking', 'slug': 'backtracking', '__typename': 'CommonTagNode'}]",TO_DO
1088,1089,Duplicate Zeros,duplicate-zeros,EASY,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Two Pointers', 'slug': 'two-pointers', '__typename': 'CommonTagNode'}]",TO_DO
1089,1090,Largest Values From Labels,largest-values-from-labels,MEDIUM,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'Greedy', 'slug': 'greedy', '__typename': 'CommonTagNode'}, {'name': 'Sorting', 'slug': 'sorting', '__typename': 'CommonTagNode'}, {'name': 'Counting', 'slug': 'counting', '__typename': 'CommonTagNode'}]",TO_DO
1090,1091,Shortest Path in Binary Matrix,shortest-path-in-binary-matrix,MEDIUM,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Breadth-First Search', 'slug': 'breadth-first-search', '__typename': 'CommonTagNode'}, {'name': 'Matrix', 'slug': 'matrix', '__typename': 'CommonTagNode'}]",TO_DO
1091,1092,Shortest Common Supersequence ,shortest-common-supersequence,HARD,"[{'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}]",TO_DO
1092,1093,Statistics from a Large Sample,statistics-from-a-large-sample,MEDIUM,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}, {'name': 'Probability and Statistics', 'slug': 'probability-and-statistics', '__typename': 'CommonTagNode'}]",TO_DO
1093,1094,Car Pooling,car-pooling,MEDIUM,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Sorting', 'slug': 'sorting', '__typename': 'CommonTagNode'}, {'name': 'Heap (Priority Queue)', 'slug': 'heap-priority-queue', '__typename': 'CommonTagNode'}, {'name': 'Simulation', 'slug': 'simulation', '__typename': 'CommonTagNode'}, {'name': 'Prefix Sum', 'slug': 'prefix-sum', '__typename': 'CommonTagNode'}]",TO_DO
1094,1095,Find in Mountain Array,find-in-mountain-array,HARD,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Binary Search', 'slug': 'binary-search', '__typename': 'CommonTagNode'}, {'name': 'Interactive', 'slug': 'interactive', '__typename': 'CommonTagNode'}]",TO_DO
1095,1096,Brace Expansion II,brace-expansion-ii,HARD,"[{'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Backtracking', 'slug': 'backtracking', '__typename': 'CommonTagNode'}, {'name': 'Stack', 'slug': 'stack', '__typename': 'CommonTagNode'}, {'name': 'Breadth-First Search', 'slug': 'breadth-first-search', '__typename': 'CommonTagNode'}, {'name': 'Sorting', 'slug': 'sorting', '__typename': 'CommonTagNode'}]",TO_DO
1096,1097,Game Play Analysis V,game-play-analysis-v,HARD,"[{'name': 'Database', 'slug': 'database', '__typename': 'CommonTagNode'}]",TO_DO
1097,1098,Unpopular Books,unpopular-books,MEDIUM,"[{'name': 'Database', 'slug': 'database', '__typename': 'CommonTagNode'}]",TO_DO
1098,1099,Two Sum Less Than K,two-sum-less-than-k,EASY,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Two Pointers', 'slug': 'two-pointers', '__typename': 'CommonTagNode'}, {'name': 'Binary Search', 'slug': 'binary-search', '__typename': 'CommonTagNode'}, {'name': 'Sorting', 'slug': 'sorting', '__typename': 'CommonTagNode'}]",TO_DO
1099,1100,Find K-Length Substrings With No Repeated Characters,find-k-length-substrings-with-no-repeated-characters,MEDIUM,"[{'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Sliding Window', 'slug': 'sliding-window', '__typename': 'CommonTagNode'}]",TO_DO
1100,1101,The Earliest Moment When Everyone Become Friends,the-earliest-moment-when-everyone-become-friends,MEDIUM,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Union Find', 'slug': 'union-find', '__typename': 'CommonTagNode'}, {'name': 'Sorting', 'slug': 'sorting', '__typename': 'CommonTagNode'}]",TO_DO
1101,1102,Path With Maximum Minimum Value,path-with-maximum-minimum-value,MEDIUM,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Binary Search', 'slug': 'binary-search', '__typename': 'CommonTagNode'}, {'name': 'Depth-First Search', 'slug': 'depth-first-search', '__typename': 'CommonTagNode'}, {'name': 'Breadth-First Search', 'slug': 'breadth-first-search', '__typename': 'CommonTagNode'}, {'name': 'Union Find', 'slug': 'union-find', '__typename': 'CommonTagNode'}, {'name': 'Heap (Priority Queue)', 'slug': 'heap-priority-queue', '__typename': 'CommonTagNode'}, {'name': 'Matrix', 'slug': 'matrix', '__typename': 'CommonTagNode'}]",TO_DO
1102,1103,Distribute Candies to People,distribute-candies-to-people,EASY,"[{'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}, {'name': 'Simulation', 'slug': 'simulation', '__typename': 'CommonTagNode'}]",TO_DO
1103,1104,Path In Zigzag Labelled Binary Tree,path-in-zigzag-labelled-binary-tree,MEDIUM,"[{'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}, {'name': 'Tree', 'slug': 'tree', '__typename': 'CommonTagNode'}, {'name': 'Binary Tree', 'slug': 'binary-tree', '__typename': 'CommonTagNode'}]",TO_DO
1104,1105,Filling Bookcase Shelves,filling-bookcase-shelves,MEDIUM,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}]",TO_DO
1105,1106,Parsing A Boolean Expression,parsing-a-boolean-expression,HARD,"[{'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Stack', 'slug': 'stack', '__typename': 'CommonTagNode'}, {'name': 'Recursion', 'slug': 'recursion', '__typename': 'CommonTagNode'}]",TO_DO
1106,1107,New Users Daily Count,new-users-daily-count,MEDIUM,"[{'name': 'Database', 'slug': 'database', '__typename': 'CommonTagNode'}]",TO_DO
1107,1108,Defanging an IP Address,defanging-an-ip-address,EASY,"[{'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}]",TO_DO
1108,1109,Corporate Flight Bookings,corporate-flight-bookings,MEDIUM,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Prefix Sum', 'slug': 'prefix-sum', '__typename': 'CommonTagNode'}]",TO_DO
